장소명,x,y,주소,ID,카테고리,그룹코드,전화번호,상세URL,상권,업종
망원동고기집 망원본점,126.90419669165432,37.55706551119751,서울 마포구 망원동 415-26,1831766472,음식점 > 한식,FD6,0507-1408-9201,http://place.map.kakao.com/1831766472,망리단길,한식음식점
산청엔흑돼지 서울1호점,126.904738010764,37.5567992540464,서울 마포구 망원동 414-5,24371709,"음식점 > 한식 > 육류,고기",FD6,02-322-8713,http://place.map.kakao.com/24371709,망원시장,한식음식점
청어람 2호점,126.9071175192934,37.55816976438649,서울 마포구 망원동 483-23,1028137347,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,02-332-1711,http://place.map.kakao.com/1028137347,망원월드컵시장,한식음식점
정각 서울망원본점,126.904067576071,37.5544912571703,서울 마포구 망원동 399-7,889810020,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,0507-1345-4294,http://place.map.kakao.com/889810020,망리단길,한식음식점
또또칼국수,126.907041188877,37.5576624430261,서울 마포구 망원동 485-1,8279183,음식점 > 한식 > 국수 > 칼국수,FD6,02-333-5508,http://place.map.kakao.com/8279183,망리단길,한식음식점
청아라생선구이 망원점,126.902574203369,37.556718200671,서울 마포구 망원동 416-43,26055687,"음식점 > 한식 > 해물,생선",FD6,02-324-9295,http://place.map.kakao.com/26055687,망리단길,한식음식점
도마뱀식당,126.904390071054,37.5562980183929,서울 마포구 망원동 415-38,386986967,음식점 > 한식,FD6,02-6498-3317,http://place.map.kakao.com/386986967,망리단길,한식음식점
푸짐한곱창,126.90739360841464,37.55822133808091,서울 마포구 망원동 482-5,14090226,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,02-338-0644,http://place.map.kakao.com/14090226,KB국민은행 망원동지점,한식음식점
산이네회무침,126.90763431413,37.5575980367307,서울 마포구 망원동 485-31,13498159,"음식점 > 한식 > 해물,생선 > 회",FD6,02-334-6154,http://place.map.kakao.com/13498159,망리단길,한식음식점
얼큰이왕냉면칼국수,126.90405503877128,37.55279466851503,서울 마포구 망원동 396-5,16846659,음식점 > 한식 > 냉면,FD6,02-336-1532,http://place.map.kakao.com/16846659,망리단길,한식음식점
가족식탁 망원점,126.90066590283932,37.55513806349381,서울 마포구 망원동 407-11,1707192274,음식점 > 한식,FD6,02-322-0422,http://place.map.kakao.com/1707192274,망리단길,한식음식점
돌쇠풍천민물장어 망원점,126.90934688597002,37.55649023660714,서울 마포구 망원동 377-17,248364876,"음식점 > 한식 > 해물,생선 > 장어",FD6,02-322-9197,http://place.map.kakao.com/248364876,망원역,한식음식점
고기싸롱 망원역점,126.908902798759,37.556852996666,서울 마포구 망원동 373-3,1901994983,"음식점 > 한식 > 육류,고기 > 고기싸롱",FD6,02-332-9253,http://place.map.kakao.com/1901994983,망원역,한식음식점
초월양곱창,126.906476557783,37.5530380787379,서울 마포구 망원동 338-39,1134437672,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,02-332-2134,http://place.map.kakao.com/1134437672,망리단길,한식음식점
해금도,126.90388972065,37.5572715900453,서울 마포구 망원동 422-31,1841369014,"음식점 > 한식 > 해물,생선",FD6,02-336-7656,http://place.map.kakao.com/1841369014,동교초등학교,한식음식점
혜성유통,126.90614248228,37.5559246095784,서울 마포구 망원동 411-31,20195980,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,02-336-9945,http://place.map.kakao.com/20195980,망원시장,한식음식점
뿔 한우화로구이전문점,126.90644717066654,37.55391382515264,서울 마포구 망원동 57-225,1594126161,"음식점 > 한식 > 육류,고기",FD6,0502-5553-4343,http://place.map.kakao.com/1594126161,망리단길,한식음식점
성미골,126.90608843176858,37.56021601497776,서울 마포구 망원동 478-5,1540353497,"음식점 > 한식 > 육류,고기",FD6,02-3144-5757,http://place.map.kakao.com/1540353497,KB국민은행 망원동지점,한식음식점
소문난순대국왕족발,126.90508258447508,37.55906553886731,서울 마포구 망원동 479-68,19011122,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,02-333-3959,http://place.map.kakao.com/19011122,KB국민은행 망원동지점,한식음식점
꿀백,126.908055450144,37.5575010577539,서울 마포구 망원동 484-7,232654305,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",FD6,02-332-9101,http://place.map.kakao.com/232654305,망리단길,한식음식점
고향집감자탕 마포구청역점,126.903597032527,37.5604455631322,서울 마포구 망원동 435-15,19478261,음식점 > 한식 > 감자탕,FD6,02-336-9926,http://place.map.kakao.com/19478261,마포구청역 7번,한식음식점
맛양값 망원본점,126.909551403198,37.5558263584852,서울 마포구 망원동 377-16,22790197,음식점 > 한식 > 국수,FD6,02-326-0900,http://place.map.kakao.com/22790197,망원역,한식음식점
오복식당,126.90587971568104,37.55338629058895,서울 마포구 망원동 395-20,12059460,음식점 > 한식,FD6,02-333-6042,http://place.map.kakao.com/12059460,망리단길,한식음식점
계륵장군,126.898716773674,37.5561905743906,서울 마포구 망원동 453-7,1052780910,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,02-323-7077,http://place.map.kakao.com/1052780910,동교초등학교,한식음식점
마포즉석모밀촌,126.90359102421162,37.552810508515854,서울 마포구 망원동 521,13605010,음식점 > 한식 > 국수,FD6,02-333-3237,http://place.map.kakao.com/13605010,망리단길,한식음식점
송정,126.907918430726,37.5557232835668,서울 마포구 망원동 57-135,371337349,음식점 > 한식,FD6,0503-7150-6751,http://place.map.kakao.com/371337349,망리단길,한식음식점
윤재윤지네 왕십리곱창,126.904231614987,37.552769583928,서울 마포구 망원동 396-32,552135548,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,02-333-9298,http://place.map.kakao.com/552135548,망리단길,한식음식점
대게특별시 망원시장점,126.906059752904,37.5569156406805,서울 마포구 망원동 486-5,1564384971,"음식점 > 한식 > 해물,생선 > 게,대게",FD6,0502-5550-5284,http://place.map.kakao.com/1564384971,망원시장,한식음식점
헤키,126.90978977413248,37.5552408925752,서울 마포구 망원동 379-25,1226420399,음식점 > 일식,FD6,070-7773-9870,http://place.map.kakao.com/1226420399,망원역,일식음식점
망원동 즉석우동 전문돈까스 본점,126.91113318815265,37.5542454081282,서울 마포구 망원동 386-4,15526158,"음식점 > 일식 > 돈까스,우동",FD6,02-336-1330,http://place.map.kakao.com/15526158,망원역,일식음식점
카페나하 본점,126.903763073379,37.5545459702199,서울 마포구 망원동 398-2,401923604,음식점 > 일식,FD6,070-8834-1632,http://place.map.kakao.com/401923604,망리단길,일식음식점
이치젠,126.904548055636,37.5566585450825,서울 마포구 망원동 415-31,132500108,음식점 > 일식,FD6,070-7740-0321,http://place.map.kakao.com/132500108,망리단길,일식음식점
희옥,126.9069593083376,37.55433769867013,서울 마포구 망원동 57-194,291532086,음식점 > 일식 > 일본식라면,FD6,010-4083-2666,http://place.map.kakao.com/291532086,망리단길,일식음식점
멘지,126.91037080113009,37.5548656191397,서울 마포구 망원동 378-6,200637285,음식점 > 일식,FD6,02-6012-1984,http://place.map.kakao.com/200637285,망원역,일식음식점
류진,126.907480638136,37.5546543584325,서울 마포구 망원동 57-108,1484901440,음식점 > 일식,FD6,070-8028-3286,http://place.map.kakao.com/1484901440,망리단길,일식음식점
소바식당 망원점,126.910149774316,37.5551492653404,서울 마포구 망원동 378-9,795074926,음식점 > 일식,FD6,02-6013-1552,http://place.map.kakao.com/795074926,망원역,일식음식점
바삭마차 망원본점,126.906618604288,37.5552906849902,서울 마포구 망원동 412-52,1100082903,"음식점 > 일식 > 돈까스,우동",FD6,0503-7150-5947,http://place.map.kakao.com/1100082903,망원시장,일식음식점
스시나마,126.90647093893575,37.55753405110551,서울 마포구 망원동 494,29067201,"음식점 > 일식 > 초밥,롤",FD6,02-3144-6815,http://place.map.kakao.com/29067201,망리단길,일식음식점
정광수의돈까스가게,126.90409107113229,37.55823491952379,서울 마포구 망원동 424,950232540,"음식점 > 일식 > 돈까스,우동",FD6,010-3971-8919,http://place.map.kakao.com/950232540,망원월드컵시장,일식음식점
산볼,126.90638837815358,37.5538687286831,서울 마포구 망원동 57-284,351203677,음식점 > 일식,FD6,070-7604-2974,http://place.map.kakao.com/351203677,망리단길,일식음식점
파동,126.907877203109,37.5551979699574,서울 마포구 망원동 57-94,524925693,음식점 > 일식 > 일식집,FD6,0502-5553-8651,http://place.map.kakao.com/524925693,망리단길,일식음식점
신세카이,126.908996869161,37.5558115164214,서울 마포구 망원동 376-25,1215753799,음식점 > 일식,FD6,없음,http://place.map.kakao.com/1215753799,망리단길,일식음식점
키친갈매기,126.90577422360926,37.55357992094177,서울 마포구 망원동 395-5,1373294203,음식점 > 일식,FD6,없음,http://place.map.kakao.com/1373294203,망리단길,일식음식점
망원돈까스,126.905761806073,37.554453878653,서울 마포구 망원동 400-12,740043035,"음식점 > 일식 > 돈까스,우동",FD6,02-323-1666,http://place.map.kakao.com/740043035,망리단길,일식음식점
오시 망원본점,126.907718732254,37.5552212721406,서울 마포구 망원동 57-119,863823354,음식점 > 일식 > 일식집,FD6,02-322-3332,http://place.map.kakao.com/863823354,망리단길,일식음식점
키타미 야키소바클럽,126.902334687737,37.5572667100079,서울 마포구 망원동 421-2,1226001619,음식점 > 일식,FD6,0503-7150-0258,http://place.map.kakao.com/1226001619,동교초등학교,일식음식점
키움참치 망원점,126.909179055944,37.5567631097737,서울 마포구 망원동 373-5,22108760,음식점 > 일식 > 참치회,FD6,0502-5552-3824,http://place.map.kakao.com/22108760,망원역,일식음식점
원기정,126.9054819488312,37.556501621866005,서울 마포구 망원동 414-52,1921224342,음식점 > 일식,FD6,없음,http://place.map.kakao.com/1921224342,망원시장,일식음식점
정성,126.903379799936,37.5603877217803,서울 마포구 망원동 435-23,1992765166,"음식점 > 일식 > 돈까스,우동",FD6,070-4409-1315,http://place.map.kakao.com/1992765166,마포구청역 7번,일식음식점
돈까스참잘하는집,126.90748017572275,37.558689924325,서울 마포구 망원동 481-5,16706372,"음식점 > 일식 > 돈까스,우동",FD6,02-3141-7171,http://place.map.kakao.com/16706372,KB국민은행 망원동지점,일식음식점
동경 망원점,126.909157689657,37.5557179365499,서울 마포구 망원동 376-38,7841341,"음식점 > 일식 > 돈까스,우동",FD6,02-335-7646,http://place.map.kakao.com/7841341,망리단길,일식음식점
토마토코엔,126.9016332588684,37.55448384824898,서울 마포구 망원동 406-11,223361535,음식점 > 일식,FD6,0507-1320-4899,http://place.map.kakao.com/223361535,망리단길,일식음식점
시카메이,126.907197270131,37.5550073270458,서울 마포구 망원동 57-277,1674640973,음식점 > 일식 > 일본식라면,FD6,070-4833-3659,http://place.map.kakao.com/1674640973,망리단길,일식음식점
왕수제돈까스,126.903655865188,37.5569461395147,서울 마포구 망원동 415-2,25479070,"음식점 > 일식 > 돈까스,우동",FD6,02-322-0834,http://place.map.kakao.com/25479070,망리단길,일식음식점
윤수산,126.908807340587,37.557173677948,서울 마포구 망원동 57-33,26625786,음식점 > 일식,FD6,02-333-1166,http://place.map.kakao.com/26625786,망리단길,일식음식점
스키야 망원,126.906060981615,37.5550352604032,서울 마포구 망원동 400-1,2089289448,음식점 > 일식,FD6,070-7576-4200,http://place.map.kakao.com/2089289448,망리단길,일식음식점
쿠리,126.908349818927,37.5574111869162,서울 마포구 망원동 57-364,86106370,음식점 > 일식,FD6,070-8888-1224,http://place.map.kakao.com/86106370,망리단길,일식음식점
정든그릇 망원점,126.90373907435097,37.55472705114214,서울 마포구 망원동 405-32,192598815,음식점 > 일식,FD6,02-6396-7108,http://place.map.kakao.com/192598815,망리단길,일식음식점
최고당돈가스 망원점,126.90246508873,37.5605491490599,서울 마포구 망원동 435-2,2120065326,"음식점 > 일식 > 돈까스,우동 > 최고당돈가스",FD6,02-6203-4053,http://place.map.kakao.com/2120065326,마포구청역 7번,일식음식점
민영활어공장 망원시장점,126.905883552793,37.5566343892623,서울 마포구 망원동 414-6,1127192566,"음식점 > 일식 > 초밥,롤",FD6,02-6465-4541,http://place.map.kakao.com/1127192566,망원시장,일식음식점
다이치,126.901234389691,37.5591533831923,서울 마포구 망원동 432-11,396604563,음식점 > 일식,FD6,없음,http://place.map.kakao.com/396604563,동교초등학교,일식음식점
광,126.9037884933794,37.56030155985685,서울 마포구 망원동 475-51,20539565,음식점 > 일식 > 참치회,FD6,02-3143-6949,http://place.map.kakao.com/20539565,KB국민은행 망원동지점,일식음식점
티노마드모리,126.90092563470247,37.55556535444449,서울 마포구 망원동 417-14,1546506535,음식점 > 일식,FD6,070-8691-3969,http://place.map.kakao.com/1546506535,망리단길,일식음식점
형제 부타동,126.90434684326486,37.55735665498305,서울 마포구 망원동 422-27,1689818899,음식점 > 일식,FD6,02-322-2111,http://place.map.kakao.com/1689818899,동교초등학교,일식음식점
벚꽃스시 망원점,126.908349031216,37.555282129901,서울 마포구 망원동 380-19,690650568,음식점 > 일식,FD6,02-336-5741,http://place.map.kakao.com/690650568,망리단길,일식음식점
새벽카레,126.903657141527,37.557712889026,서울 마포구 망원동 427-10,646549910,음식점 > 일식,FD6,없음,http://place.map.kakao.com/646549910,동교초등학교,일식음식점
망원돈냉면,126.90212317277,37.5606326587846,서울 마포구 망원동 436-43,2124298677,"음식점 > 일식 > 돈까스,우동",FD6,02-333-9987,http://place.map.kakao.com/2124298677,마포구청역 7번,일식음식점
광참치,126.9037907708926,37.560290749753854,서울 마포구 망원동 475-51,415316901,음식점 > 일식 > 참치회,FD6,02-3143-6949,http://place.map.kakao.com/415316901,KB국민은행 망원동지점,일식음식점
악어마끼 망원점,126.909552537114,37.5558245573592,서울 마포구 망원동 377-16,471278473,음식점 > 일식,FD6,010-5530-1299,http://place.map.kakao.com/471278473,망원역,일식음식점
휘선,126.903190960016,37.5558807805894,서울 마포구 망원동 409-40,1267267910,음식점 > 일식,FD6,0502-5551-2226,http://place.map.kakao.com/1267267910,망리단길,일식음식점
나고미칸,126.908170681461,37.5567488148564,서울 마포구 망원동 57-39,763130744,음식점 > 일식,FD6,없음,http://place.map.kakao.com/763130744,망리단길,일식음식점
하치고,126.904845572419,37.559433855752,서울 마포구 망원동 479-28,166397630,음식점 > 일식,FD6,0507-1433-2450,http://place.map.kakao.com/166397630,KB국민은행 망원동지점,일식음식점
오카이,126.90453638937508,37.55249592740797,서울 마포구 망원동 394-66,2053812219,음식점 > 일식,FD6,010-7460-1234,http://place.map.kakao.com/2053812219,망리단길,일식음식점
강동원,126.897314917439,37.5559172623921,서울 마포구 망원동 453-43,16471669,음식점 > 중식 > 중국요리,FD6,02-335-0202,http://place.map.kakao.com/16471669,망원나들목체육관,중식음식점
가원 망원본점,126.91082004486282,37.55490830617946,서울 마포구 망원동 386-2,10119922,음식점 > 중식 > 중국요리,FD6,02-325-1580,http://place.map.kakao.com/10119922,망원역,중식음식점
초한초마,126.903378431641,37.5614472925164,서울 마포구 망원동 471-27,25068910,음식점 > 중식 > 중국요리,FD6,02-711-8887,http://place.map.kakao.com/25068910,마포구청역 7번,중식음식점
망원양꼬치,126.909266546081,37.5555450287654,서울 마포구 망원동 379-2,24710430,음식점 > 중식 > 양꼬치,FD6,02-335-5050,http://place.map.kakao.com/24710430,망원역,중식음식점
동일루,126.90561554645544,37.55376900370342,서울 마포구 망원동 395-36,27268990,음식점 > 중식 > 중국요리,FD6,02-3144-2221,http://place.map.kakao.com/27268990,망리단길,중식음식점
황금룡,126.905256129506,37.5551886878695,서울 마포구 망원동 403-5,17938931,음식점 > 중식 > 중국요리,FD6,02-324-0442,http://place.map.kakao.com/17938931,망원시장,중식음식점
천지양꼬치,126.905850859835,37.5538340633961,서울 마포구 망원동 401-34,17703669,음식점 > 중식 > 양꼬치,FD6,02-322-1020,http://place.map.kakao.com/17703669,망리단길,중식음식점
덕클 망원점,126.91011273356564,37.55489425487063,서울 마포구 망원동 379-10,1384517812,음식점 > 중식,FD6,02-336-1021,http://place.map.kakao.com/1384517812,망리단길,중식음식점
갑,126.90845885163,37.5570977245202,서울 마포구 망원동 57-36,386280661,음식점 > 중식 > 중국요리,FD6,없음,http://place.map.kakao.com/386280661,망리단길,중식음식점
하오하오,126.902694073898,37.5602727320617,서울 마포구 망원동 435-42,1027690143,음식점 > 중식 > 중국요리,FD6,02-333-6640,http://place.map.kakao.com/1027690143,마포구청역 7번,중식음식점
래래원,126.90874115580218,37.55669069235397,서울 마포구 망원동 373-7,17115959,음식점 > 중식 > 중국요리,FD6,02-325-7633,http://place.map.kakao.com/17115959,망원역,중식음식점
소이양꼬치,126.905009029698,37.5608395420864,서울 마포구 망원동 477-20,1100631879,음식점 > 중식 > 양꼬치,FD6,02-332-9955,http://place.map.kakao.com/1100631879,KB국민은행 망원동지점,중식음식점
5959양꼬치 본점,126.909537648078,37.5559705075129,서울 마포구 망원동 377-5,901896650,음식점 > 중식 > 양꼬치,FD6,02-2135-5928,http://place.map.kakao.com/901896650,망원역,중식음식점
신화루,126.90723646048092,37.5580851641835,서울 마포구 망원동 483-5,416545491,음식점 > 중식 > 중국요리,FD6,02-3141-0799,http://place.map.kakao.com/416545491,망원월드컵시장,중식음식점
설경,126.90473772102202,37.558804873049766,서울 마포구 망원동 425-54,1673857593,음식점 > 중식 > 중국요리,FD6,02-3143-5528,http://place.map.kakao.com/1673857593,KB국민은행 망원동지점,중식음식점
망원동칼짬뽕,126.90426414748885,37.55741695475968,서울 마포구 망원동 422-27,752232889,음식점 > 중식 > 중국요리,FD6,070-8870-4469,http://place.map.kakao.com/752232889,동교초등학교,중식음식점
홍콩반점0410 망원시장점,126.909741826401,37.555585036924,서울 마포구 망원동 378-1,624428474,음식점 > 중식 > 중국요리 > 홍콩반점0410,FD6,02-335-1989,http://place.map.kakao.com/624428474,망원역,중식음식점
양가,126.902488954183,37.5604743860543,서울 마포구 망원동 435-2,2017662187,음식점 > 중식,FD6,02-333-0806,http://place.map.kakao.com/2017662187,마포구청역 7번,중식음식점
짬뽕매니아 홍대점,126.902897130021,37.5599161045779,서울 마포구 망원동 475-42,1075441101,음식점 > 중식 > 중국요리,FD6,02-332-7320,http://place.map.kakao.com/1075441101,마포구청역 7번,중식음식점
고양꼬치 마포구청점,126.903558601138,37.5621628309132,서울 마포구 망원동 471-9,946372629,음식점 > 중식 > 양꼬치,FD6,010-6663-9493,http://place.map.kakao.com/946372629,마포구청역 7번,중식음식점
레이키친,126.906236742156,37.5529549967551,서울 마포구 망원동 394-89,54314344,음식점 > 양식,FD6,02-6080-6009,http://place.map.kakao.com/54314344,망리단길,양식음식점
따식갈비&파스타,126.907951611659,37.5572703216023,서울 마포구 망원동 485-5,16993977,음식점 > 양식 > 이탈리안,FD6,02-6497-1517,http://place.map.kakao.com/16993977,망리단길,양식음식점
리플레토레,126.909530456737,37.5544297964633,서울 마포구 망원동 385-2,961509654,음식점 > 양식 > 이탈리안,FD6,070-8691-3698,http://place.map.kakao.com/961509654,망원역,양식음식점
레이지오프,126.907689396218,37.5551491694121,서울 마포구 망원동 57-283,837832226,음식점 > 양식 > 햄버거,FD6,070-4012-4984,http://place.map.kakao.com/837832226,망리단길,양식음식점
노주,126.909219347124,37.5562027204985,서울 마포구 망원동 377-12,2101465777,음식점 > 양식,FD6,없음,http://place.map.kakao.com/2101465777,망원역,양식음식점
피자포르짜,126.90401895266125,37.55445968274339,서울 마포구 망원동 399-7,683256489,음식점 > 양식 > 피자,FD6,02-3144-4688,http://place.map.kakao.com/683256489,망리단길,양식음식점
타코닷,126.907597679558,37.5551869395678,서울 마포구 망원동 57-120,735434381,음식점 > 양식,FD6,070-8808-0159,http://place.map.kakao.com/735434381,망리단길,양식음식점
벨라또띠아,126.905706457603,37.553471747129,서울 마포구 망원동 395-15,57035175,"음식점 > 양식 > 멕시칸,브라질",FD6,02-326-3006,http://place.map.kakao.com/57035175,망리단길,양식음식점
빌렛,126.903395112555,37.5546637003949,서울 마포구 망원동 405-23,1204310494,음식점 > 양식,FD6,없음,http://place.map.kakao.com/1204310494,망리단길,양식음식점
비캔드,126.905523295871,37.5533337480763,서울 마포구 망원동 395-11,1443924309,음식점 > 양식 > 피자,FD6,0502-5553-6608,http://place.map.kakao.com/1443924309,망리단길,양식음식점
시칠리블루스,126.90409828485,37.5543723504502,서울 마포구 망원동 399-8,1355498173,음식점 > 양식 > 이탈리안,FD6,010-3000-0341,http://place.map.kakao.com/1355498173,망리단길,양식음식점
킹브로 망원점,126.90553128828437,37.55327789261015,서울 마포구 망원동 395-12,920422938,음식점 > 양식 > 피자,FD6,02-6326-6367,http://place.map.kakao.com/920422938,망리단길,양식음식점
클로벨리(clovelly),126.90417371615662,37.55733128668267,서울 마포구 망원동 422-29,1232427598,음식점 > 양식,FD6,0502-5550-3561,http://place.map.kakao.com/1232427598,동교초등학교,양식음식점
베우노,126.90524998954844,37.55646269307894,서울 마포구 망원동 414-56,466716585,음식점 > 양식,FD6,02-3144-0966,http://place.map.kakao.com/466716585,망원시장,양식음식점
노스터,126.906243965351,37.553512720049,서울 마포구 망원동 413-44,373800101,음식점 > 양식,FD6,0503-7151-7385,http://place.map.kakao.com/373800101,망리단길,양식음식점
기글스 망원,126.90899687025636,37.55581061542495,서울 마포구 망원동 376-25,708087526,음식점 > 양식,FD6,0503-7153-3630,http://place.map.kakao.com/708087526,망리단길,양식음식점
알비꼴레또,126.90687068809,37.5546160370279,서울 마포구 망원동 57-302,352514823,음식점 > 양식 > 이탈리안,FD6,0507-1378-7466,http://place.map.kakao.com/352514823,망리단길,양식음식점
러스틱재즈,126.904975136465,37.5572265177439,서울 마포구 망원동 414-62,419362746,음식점 > 양식,FD6,0507-1425-5280,http://place.map.kakao.com/419362746,망원시장,양식음식점
피자스쿨 마포구청역점,126.90484583999722,37.56100339203898,서울 마포구 망원동 474-9,11817213,음식점 > 양식 > 피자 > 피자스쿨,FD6,02-326-1082,http://place.map.kakao.com/11817213,마포구청역 7번,양식음식점
페리도트 망원점,126.904819804068,37.5565578527785,서울 마포구 망원동 414-17,1804795569,음식점 > 양식,FD6,02-322-4303,http://place.map.kakao.com/1804795569,망원시장,양식음식점
엘도밍고,126.907713184831,37.5569664994646,서울 마포구 망원동 485-28,1588246956,"음식점 > 양식 > 멕시칸,브라질",FD6,070-8648-0333,http://place.map.kakao.com/1588246956,망리단길,양식음식점
파이브핑거스,126.904010036207,37.5569995868038,서울 마포구 망원동 415-16,240195324,음식점 > 양식 > 피자,FD6,02-3143-7999,http://place.map.kakao.com/240195324,망리단길,양식음식점
다켄씨엘,126.907653651131,37.5556852348881,서울 마포구 망원동 57-138,933836760,음식점 > 양식,FD6,02-325-2018,http://place.map.kakao.com/933836760,망리단길,양식음식점
피자스쿨 망원점,126.907053125835,37.5553414836976,서울 마포구 망원동 412-11,8579459,음식점 > 양식 > 피자 > 피자스쿨,FD6,02-338-7797,http://place.map.kakao.com/8579459,망리단길,양식음식점
게뜨망하우스,126.90637904496546,37.55409216867742,서울 마포구 망원동 57-233,2119780640,음식점 > 양식,FD6,02-332-7233,http://place.map.kakao.com/2119780640,망리단길,양식음식점
무어스,126.909355328776,37.5551261331745,서울 마포구 망원동 379-35,805235919,음식점 > 양식 > 스페인음식,FD6,010-9438-9485,http://place.map.kakao.com/805235919,망원역,양식음식점
비긴자함바그,126.903270123014,37.56030383928863,서울 마포구 망원동 435-27,752213712,음식점 > 양식,FD6,02-336-7538,http://place.map.kakao.com/752213712,마포구청역 7번,양식음식점
짱스버거,126.901708967966,37.5571571701273,서울 마포구 망원동 421-30,19925315,음식점 > 양식 > 햄버거,FD6,02-322-0549,http://place.map.kakao.com/19925315,동교초등학교,양식음식점
코드,126.905390052733,37.5548887631257,서울 마포구 망원동 400-18,2025209,음식점 > 양식 > 이탈리안,FD6,010-9703-3033,http://place.map.kakao.com/2025209,망리단길,양식음식점
아벡재이,126.908074675729,37.5575127856852,서울 마포구 망원동 484-7,1756464663,음식점 > 양식,FD6,010-4431-5764,http://place.map.kakao.com/1756464663,망리단길,양식음식점
유어다이닝,126.903792641681,37.5544342706309,서울 마포구 망원동 398-15,1594402645,음식점 > 양식 > 이탈리안,FD6,070-7585-0412,http://place.map.kakao.com/1594402645,망리단길,양식음식점
웨얼이즈누들,126.908085251539,37.5562739228743,서울 마포구 망원동 57-65,612300151,음식점 > 양식 > 이탈리안,FD6,0502-5552-7604,http://place.map.kakao.com/612300151,망리단길,양식음식점
